Timestamp,Email address,Reg. No.,Age Group,Gender,Instagram,WhatsApp,YouTube,Snapchat,Phone Type,Average screen time per day,Time spent on most used apps (hrs),Do you feel you use your phone too much?,What do you mainly use your phone for?,Do notifications distract you?
2025-01-10 03:35:00,student2636@example.com,REG202502636,21-23,Male,Yes,No,No,No,Android,8+ hrs,8,No,Gaming,Yes
2025-01-10 03:40:00,student2637@example.com,REG202502637,24-26,Male,Yes,Yes,No,Yes,Android,6-8 hrs,3,No,Gaming,No
2025-01-10 03:45:00,student2638@example.com,REG202502638,27-30,Female,Yes,No,No,No,Android,6-8 hrs,8,Yes,Education,No
2025-01-10 03:50:00,student2639@example.com,REG202502639,27-30,Female,Yes,No,No,Yes,iPhone,8+ hrs,5,No,Communication,Yes
2025-01-10 03:55:00,student2640@example.com,REG202502640,24-26,Female,No,Yes,No,No,iPhone,4-6 hrs,6,Yes,Social Media,No
2025-01-10 04:00:00,student2641@example.com,REG202502641,24-26,Female,No,No,Yes,Yes,iPhone,2-4 hrs,3,No,Communication,Yes
2025-01-10 04:05:00,student2642@example.com,REG202502642,27-30,Female,No,No,No,Yes,Android,4-6 hrs,3,Yes,Education,Yes
2025-01-10 04:10:00,student2643@example.com,REG202502643,24-26,Female,No,Yes,Yes,Yes,Android,8+ hrs,4,Yes,Gaming,No
2025-01-10 04:15:00,student2644@example.com,REG202502644,18-20,Female,Yes,Yes,No,No,iPhone,6-8 hrs,8,Yes,Social Media,No
2025-01-10 04:20:00,student2645@example.com,REG202502645,24-26,Female,No,No,No,No,iPhone,8+ hrs,7,Yes,Social Media,No
2025-01-10 04:25:00,student2646@example.com,REG202502646,24-26,Male,Yes,No,No,No,iPhone,6-8 hrs,5,Yes,Gaming,Yes
2025-01-10 04:30:00,student2647@example.com,REG202502647,21-23,Female,Yes,No,No,Yes,iPhone,8+ hrs,6,Yes,Entertainment,No
2025-01-10 04:35:00,student2648@example.com,REG202502648,21-23,Male,Yes,No,Yes,Yes,iPhone,8+ hrs,5,No,Social Media,No
2025-01-10 04:40:00,student2649@example.com,REG202502649,21-23,Male,Yes,No,Yes,Yes,iPhone,2-4 hrs,6,No,Entertainment,Yes
2025-01-10 04:45:00,student2650@example.com,REG202502650,21-23,Male,No,No,Yes,Yes,iPhone,4-6 hrs,3,Yes,Communication,No
2025-01-10 04:50:00,student2651@example.com,REG202502651,27-30,Female,Yes,Yes,No,Yes,iPhone,4-6 hrs,4,Yes,Communication,Yes
2025-01-10 04:55:00,student2652@example.com,REG202502652,18-20,Female,Yes,Yes,No,Yes,Android,6-8 hrs,3,Yes,Communication,Yes
2025-01-10 05:00:00,student2653@example.com,REG202502653,24-26,Female,No,No,No,No,Android,6-8 hrs,3,No,Social Media,Yes
2025-01-10 05:05:00,student2654@example.com,REG202502654,24-26,Female,Yes,Yes,No,Yes,iPhone,4-6 hrs,1,No,Social Media,No
2025-01-10 05:10:00,student2655@example.com,REG202502655,27-30,Female,Yes,Yes,Yes,No,Android,2-4 hrs,3,Yes,Social Media,No
2025-01-10 05:15:00,student2656@example.com,REG202502656,27-30,Female,No,Yes,No,Yes,iPhone,8+ hrs,4,Yes,Social Media,No
2025-01-10 05:20:00,student2657@example.com,REG202502657,21-23,Male,Yes,No,No,Yes,Android,4-6 hrs,7,No,Gaming,No
2025-01-10 05:25:00,student2658@example.com,REG202502658,27-30,Male,Yes,Yes,Yes,No,Android,8+ hrs,6,No,Communication,Yes
2025-01-10 05:30:00,student2659@example.com,REG202502659,27-30,Male,No,No,No,No,iPhone,4-6 hrs,7,No,Education,Yes
2025-01-10 05:35:00,student2660@example.com,REG202502660,21-23,Female,No,Yes,Yes,No,iPhone,2-4 hrs,1,Yes,Entertainment,No
2025-01-10 05:40:00,student2661@example.com,REG202502661,27-30,Male,No,Yes,No,No,Android,2-4 hrs,3,Yes,Communication,Yes
2025-01-10 05:45:00,student2662@example.com,REG202502662,27-30,Female,Yes,Yes,Yes,No,Android,4-6 hrs,4,Yes,Entertainment,No
2025-01-10 05:50:00,student2663@example.com,REG202502663,24-26,Female,Yes,No,No,No,Android,8+ hrs,5,Yes,Education,Yes
2025-01-10 05:55:00,student2664@example.com,REG202502664,21-23,Male,Yes,No,Yes,No,iPhone,8+ hrs,6,No,Social Media,Yes
2025-01-10 06:00:00,student2665@example.com,REG202502665,21-23,Male,No,Yes,Yes,No,iPhone,2-4 hrs,6,Yes,Social Media,Yes
2025-01-10 06:05:00,student2666@example.com,REG202502666,21-23,Female,No,No,Yes,Yes,iPhone,4-6 hrs,4,Yes,Entertainment,No
2025-01-10 06:10:00,student2667@example.com,REG202502667,24-26,Female,Yes,No,Yes,Yes,iPhone,2-4 hrs,7,No,Education,No
2025-01-10 06:15:00,student2668@example.com,REG202502668,27-30,Male,Yes,Yes,No,Yes,iPhone,8+ hrs,1,Yes,Education,No
2025-01-10 06:20:00,student2669@example.com,REG202502669,21-23,Male,Yes,No,Yes,No,iPhone,8+ hrs,2,No,Gaming,No
2025-01-10 06:25:00,student2670@example.com,REG202502670,24-26,Male,No,Yes,No,Yes,Android,2-4 hrs,2,Yes,Entertainment,No
2025-01-10 06:30:00,student2671@example.com,REG202502671,18-20,Female,Yes,Yes,Yes,No,Android,8+ hrs,5,No,Social Media,No
2025-01-10 06:35:00,student2672@example.com,REG202502672,24-26,Male,No,No,No,No,Android,6-8 hrs,4,No,Gaming,Yes
2025-01-10 06:40:00,student2673@example.com,REG202502673,27-30,Female,No,Yes,No,No,Android,2-4 hrs,8,No,Gaming,Yes
2025-01-10 06:45:00,student2674@example.com,REG202502674,21-23,Female,Yes,Yes,No,Yes,Android,8+ hrs,2,Yes,Communication,No
2025-01-10 06:50:00,student2675@example.com,REG202502675,18-20,Male,Yes,Yes,No,Yes,Android,6-8 hrs,1,Yes,Gaming,Yes
2025-01-10 06:55:00,student2676@example.com,REG202502676,18-20,Male,Yes,No,No,Yes,Android,6-8 hrs,8,No,Gaming,No
2025-01-10 07:00:00,student2677@example.com,REG202502677,18-20,Male,No,No,Yes,No,Android,2-4 hrs,2,No,Gaming,No
2025-01-10 07:05:00,student2678@example.com,REG202502678,24-26,Female,Yes,No,No,Yes,iPhone,6-8 hrs,7,Yes,Communication,Yes
2025-01-10 07:10:00,student2679@example.com,REG202502679,21-23,Male,No,Yes,Yes,No,iPhone,4-6 hrs,8,No,Communication,Yes
2025-01-10 07:15:00,student2680@example.com,REG202502680,24-26,Male,Yes,No,No,Yes,iPhone,8+ hrs,5,No,Gaming,Yes
2025-01-10 07:20:00,student2681@example.com,REG202502681,24-26,Male,Yes,Yes,No,No,iPhone,8+ hrs,5,No,Gaming,Yes
2025-01-10 07:25:00,student2682@example.com,REG202502682,24-26,Female,No,Yes,Yes,No,iPhone,8+ hrs,2,Yes,Entertainment,Yes
2025-01-10 07:30:00,student2683@example.com,REG202502683,18-20,Male,Yes,Yes,No,No,iPhone,2-4 hrs,3,No,Gaming,Yes
2025-01-10 07:35:00,student2684@example.com,REG202502684,18-20,Female,Yes,Yes,No,Yes,Android,4-6 hrs,2,Yes,Communication,No
2025-01-10 07:40:00,student2685@example.com,REG202502685,21-23,Male,No,No,Yes,No,iPhone,4-6 hrs,4,No,Entertainment,Yes
2025-01-10 07:45:00,student2686@example.com,REG202502686,27-30,Male,Yes,Yes,No,No,iPhone,8+ hrs,2,Yes,Education,Yes
2025-01-10 07:50:00,student2687@example.com,REG202502687,27-30,Male,No,No,Yes,No,Android,4-6 hrs,3,Yes,Communication,Yes
2025-01-10 07:55:00,student2688@example.com,REG202502688,18-20,Female,No,No,No,Yes,Android,6-8 hrs,8,No,Social Media,No
2025-01-10 08:00:00,student2689@example.com,REG202502689,24-26,Female,No,No,Yes,No,iPhone,4-6 hrs,2,Yes,Entertainment,Yes
2025-01-10 08:05:00,student2690@example.com,REG202502690,24-26,Female,Yes,No,Yes,Yes,Android,6-8 hrs,8,No,Social Media,Yes
2025-01-10 08:10:00,student2691@example.com,REG202502691,27-30,Male,Yes,No,Yes,Yes,iPhone,6-8 hrs,8,No,Gaming,Yes
2025-01-10 08:15:00,student2692@example.com,REG202502692,24-26,Male,Yes,Yes,No,No,iPhone,2-4 hrs,6,No,Social Media,No
2025-01-10 08:20:00,student2693@example.com,REG202502693,24-26,Male,No,No,Yes,Yes,Android,2-4 hrs,5,Yes,Gaming,No
2025-01-10 08:25:00,student2694@example.com,REG202502694,24-26,Male,No,No,Yes,Yes,Android,2-4 hrs,2,No,Communication,Yes
2025-01-10 08:30:00,student2695@example.com,REG202502695,21-23,Male,Yes,No,No,No,Android,6-8 hrs,2,Yes,Social Media,No
2025-01-10 08:35:00,student2696@example.com,REG202502696,27-30,Male,Yes,No,No,No,iPhone,2-4 hrs,2,No,Entertainment,Yes
2025-01-10 08:40:00,student2697@example.com,REG202502697,27-30,Male,No,No,No,No,iPhone,4-6 hrs,1,Yes,Social Media,Yes
2025-01-10 08:45:00,student2698@example.com,REG202502698,24-26,Female,No,Yes,Yes,Yes,iPhone,2-4 hrs,8,Yes,Gaming,Yes
2025-01-10 08:50:00,student2699@example.com,REG202502699,24-26,Male,No,No,No,Yes,iPhone,6-8 hrs,8,Yes,Social Media,No
2025-01-10 08:55:00,student2700@example.com,REG202502700,18-20,Male,Yes,Yes,No,No,Android,8+ hrs,4,No,Education,Yes
2025-01-10 09:00:00,student2701@example.com,REG202502701,24-26,Male,Yes,Yes,Yes,Yes,iPhone,2-4 hrs,8,No,Gaming,Yes
2025-01-10 09:05:00,student2702@example.com,REG202502702,27-30,Male,No,No,No,Yes,iPhone,6-8 hrs,2,Yes,Education,Yes
2025-01-10 09:10:00,student2703@example.com,REG202502703,27-30,Female,No,Yes,Yes,No,Android,6-8 hrs,7,No,Communication,Yes
2025-01-10 09:15:00,student2704@example.com,REG202502704,27-30,Male,No,No,Yes,Yes,iPhone,4-6 hrs,5,Yes,Education,Yes
2025-01-10 09:20:00,student2705@example.com,REG202502705,18-20,Male,No,Yes,No,Yes,iPhone,2-4 hrs,5,Yes,Social Media,Yes
2025-01-10 09:25:00,student2706@example.com,REG202502706,24-26,Female,Yes,Yes,No,Yes,iPhone,6-8 hrs,3,Yes,Social Media,Yes
2025-01-10 09:30:00,student2707@example.com,REG202502707,18-20,Male,No,No,Yes,Yes,Android,6-8 hrs,5,No,Communication,No
2025-01-10 09:35:00,student2708@example.com,REG202502708,27-30,Female,No,Yes,Yes,No,Android,2-4 hrs,4,No,Gaming,No
2025-01-10 09:40:00,student2709@example.com,REG202502709,18-20,Female,No,No,Yes,No,Android,4-6 hrs,2,Yes,Social Media,Yes
2025-01-10 09:45:00,student2710@example.com,REG202502710,21-23,Male,No,Yes,Yes,Yes,iPhone,8+ hrs,3,Yes,Entertainment,Yes
2025-01-10 09:50:00,student2711@example.com,REG202502711,24-26,Male,Yes,Yes,No,No,Android,8+ hrs,8,Yes,Education,Yes
2025-01-10 09:55:00,student2712@example.com,REG202502712,18-20,Male,No,Yes,No,Yes,Android,8+ hrs,8,Yes,Gaming,No
2025-01-10 10:00:00,student2713@example.com,REG202502713,27-30,Male,No,Yes,Yes,No,iPhone,8+ hrs,8,No,Social Media,No
2025-01-10 10:05:00,student2714@example.com,REG202502714,27-30,Male,Yes,Yes,No,No,Android,6-8 hrs,1,Yes,Education,Yes
2025-01-10 10:10:00,student2715@example.com,REG202502715,18-20,Female,Yes,Yes,No,Yes,iPhone,8+ hrs,3,No,Entertainment,Yes
2025-01-10 10:15:00,student2716@example.com,REG202502716,27-30,Female,No,Yes,No,Yes,Android,8+ hrs,7,Yes,Communication,No
2025-01-10 10:20:00,student2717@example.com,REG202502717,21-23,Male,Yes,Yes,Yes,No,Android,4-6 hrs,8,No,Communication,Yes
2025-01-10 10:25:00,student2718@example.com,REG202502718,27-30,Male,No,Yes,Yes,No,iPhone,4-6 hrs,2,No,Communication,Yes
2025-01-10 10:30:00,student2719@example.com,REG202502719,18-20,Male,No,Yes,Yes,Yes,iPhone,4-6 hrs,5,No,Social Media,No
2025-01-10 10:35:00,student2720@example.com,REG202502720,18-20,Female,Yes,No,No,No,Android,6-8 hrs,5,No,Education,No
2025-01-10 10:40:00,student2721@example.com,REG202502721,27-30,Female,No,No,Yes,Yes,Android,2-4 hrs,6,No,Social Media,No
2025-01-10 10:45:00,student2722@example.com,REG202502722,24-26,Female,No,Yes,Yes,No,iPhone,6-8 hrs,2,Yes,Education,Yes
2025-01-10 10:50:00,student2723@example.com,REG202502723,24-26,Male,No,No,Yes,No,Android,6-8 hrs,2,Yes,Social Media,No
2025-01-10 10:55:00,student2724@example.com,REG202502724,27-30,Female,No,Yes,Yes,No,Android,8+ hrs,6,Yes,Entertainment,Yes
2025-01-10 11:00:00,student2725@example.com,REG202502725,24-26,Male,No,Yes,No,Yes,Android,4-6 hrs,5,Yes,Gaming,No
2025-01-10 11:05:00,student2726@example.com,REG202502726,27-30,Male,Yes,Yes,Yes,Yes,Android,2-4 hrs,8,Yes,Communication,Yes
2025-01-10 11:10:00,student2727@example.com,REG202502727,24-26,Female,No,No,Yes,Yes,Android,4-6 hrs,8,No,Communication,No
2025-01-10 11:15:00,student2728@example.com,REG202502728,21-23,Female,Yes,Yes,Yes,No,Android,4-6 hrs,2,Yes,Communication,No
2025-01-10 11:20:00,student2729@example.com,REG202502729,21-23,Male,Yes,No,No,No,Android,2-4 hrs,4,Yes,Communication,Yes
2025-01-10 11:25:00,student2730@example.com,REG202502730,21-23,Female,No,No,Yes,Yes,Android,4-6 hrs,2,Yes,Entertainment,Yes
2025-01-10 11:30:00,student2731@example.com,REG202502731,24-26,Male,Yes,No,Yes,Yes,iPhone,8+ hrs,2,No,Communication,No
2025-01-10 11:35:00,student2732@example.com,REG202502732,27-30,Male,Yes,Yes,No,No,Android,4-6 hrs,3,Yes,Entertainment,Yes
2025-01-10 11:40:00,student2733@example.com,REG202502733,24-26,Female,No,Yes,Yes,No,iPhone,4-6 hrs,2,Yes,Gaming,No
2025-01-10 11:45:00,student2734@example.com,REG202502734,18-20,Male,Yes,No,No,Yes,Android,2-4 hrs,5,Yes,Education,Yes
2025-01-10 11:50:00,student2735@example.com,REG202502735,21-23,Female,No,No,No,No,Android,2-4 hrs,8,Yes,Education,Yes
2025-01-10 11:55:00,student2736@example.com,REG202502736,24-26,Female,No,Yes,Yes,No,iPhone,2-4 hrs,8,No,Gaming,No
2025-01-10 12:00:00,student2737@example.com,REG202502737,27-30,Female,No,Yes,Yes,No,iPhone,2-4 hrs,3,Yes,Communication,Yes
2025-01-10 12:05:00,student2738@example.com,REG202502738,21-23,Female,Yes,Yes,No,No,Android,2-4 hrs,5,No,Social Media,No
2025-01-10 12:10:00,student2739@example.com,REG202502739,24-26,Female,No,Yes,No,Yes,iPhone,2-4 hrs,1,No,Communication,No
2025-01-10 12:15:00,student2740@example.com,REG202502740,24-26,Male,Yes,Yes,No,No,iPhone,6-8 hrs,4,Yes,Communication,No
2025-01-10 12:20:00,student2741@example.com,REG202502741,21-23,Female,Yes,Yes,No,No,iPhone,4-6 hrs,4,Yes,Gaming,Yes
2025-01-10 12:25:00,student2742@example.com,REG202502742,24-26,Female,Yes,No,Yes,No,iPhone,8+ hrs,1,Yes,Social Media,No
2025-01-10 12:30:00,student2743@example.com,REG202502743,18-20,Female,Yes,No,No,Yes,Android,6-8 hrs,6,No,Entertainment,Yes
2025-01-10 12:35:00,student2744@example.com,REG202502744,24-26,Female,No,Yes,No,No,iPhone,8+ hrs,3,Yes,Social Media,Yes
2025-01-10 12:40:00,student2745@example.com,REG202502745,18-20,Female,Yes,Yes,No,Yes,iPhone,8+ hrs,2,Yes,Education,No
2025-01-10 12:45:00,student2746@example.com,REG202502746,27-30,Male,No,No,No,Yes,iPhone,2-4 hrs,1,No,Communication,No
2025-01-10 12:50:00,student2747@example.com,REG202502747,27-30,Female,Yes,No,No,No,Android,8+ hrs,3,No,Entertainment,No
2025-01-10 12:55:00,student2748@example.com,REG202502748,18-20,Female,No,No,Yes,Yes,Android,2-4 hrs,8,No,Social Media,Yes
2025-01-10 13:00:00,student2749@example.com,REG202502749,21-23,Male,No,No,Yes,No,iPhone,4-6 hrs,1,No,Education,Yes
2025-01-10 13:05:00,student2750@example.com,REG202502750,24-26,Female,No,No,No,Yes,Android,2-4 hrs,5,Yes,Communication,Yes
2025-01-10 13:10:00,student2751@example.com,REG202502751,27-30,Female,Yes,No,No,Yes,iPhone,8+ hrs,1,No,Communication,Yes
2025-01-10 13:15:00,student2752@example.com,REG202502752,18-20,Male,Yes,Yes,No,No,Android,4-6 hrs,4,Yes,Entertainment,No
2025-01-10 13:20:00,student2753@example.com,REG202502753,27-30,Female,Yes,Yes,Yes,No,iPhone,2-4 hrs,8,Yes,Social Media,Yes
2025-01-10 13:25:00,student2754@example.com,REG202502754,24-26,Male,No,No,Yes,Yes,iPhone,8+ hrs,8,No,Social Media,No
2025-01-10 13:30:00,student2755@example.com,REG202502755,21-23,Female,Yes,No,Yes,Yes,Android,2-4 hrs,2,No,Entertainment,Yes
2025-01-10 13:35:00,student2756@example.com,REG202502756,18-20,Male,Yes,Yes,Yes,No,Android,8+ hrs,2,Yes,Gaming,Yes
2025-01-10 13:40:00,student2757@example.com,REG202502757,18-20,Male,No,Yes,Yes,Yes,iPhone,6-8 hrs,3,No,Gaming,Yes
2025-01-10 13:45:00,student2758@example.com,REG202502758,24-26,Male,No,Yes,No,No,Android,2-4 hrs,7,Yes,Entertainment,No
2025-01-10 13:50:00,student2759@example.com,REG202502759,24-26,Male,No,Yes,No,No,iPhone,4-6 hrs,8,No,Communication,Yes
2025-01-10 13:55:00,student2760@example.com,REG202502760,27-30,Male,No,Yes,Yes,No,iPhone,2-4 hrs,3,Yes,Education,Yes
2025-01-10 14:00:00,student2761@example.com,REG202502761,24-26,Female,Yes,No,Yes,Yes,iPhone,4-6 hrs,1,No,Social Media,No
2025-01-10 14:05:00,student2762@example.com,REG202502762,24-26,Male,No,Yes,No,Yes,iPhone,6-8 hrs,5,Yes,Entertainment,Yes
2025-01-10 14:10:00,student2763@example.com,REG202502763,24-26,Female,No,No,No,No,iPhone,6-8 hrs,7,No,Communication,Yes
2025-01-10 14:15:00,student2764@example.com,REG202502764,18-20,Female,No,No,Yes,Yes,iPhone,2-4 hrs,7,Yes,Gaming,No
2025-01-10 14:20:00,student2765@example.com,REG202502765,27-30,Male,No,No,No,Yes,iPhone,8+ hrs,4,No,Entertainment,No
2025-01-10 14:25:00,student2766@example.com,REG202502766,18-20,Male,Yes,Yes,Yes,No,Android,8+ hrs,3,No,Entertainment,No
2025-01-10 14:30:00,student2767@example.com,REG202502767,21-23,Female,Yes,Yes,No,Yes,Android,4-6 hrs,5,No,Social Media,No
2025-01-10 14:35:00,student2768@example.com,REG202502768,21-23,Female,Yes,No,Yes,No,iPhone,4-6 hrs,2,No,Social Media,Yes
2025-01-10 14:40:00,student2769@example.com,REG202502769,21-23,Female,Yes,Yes,No,Yes,iPhone,6-8 hrs,3,No,Communication,No
2025-01-10 14:45:00,student2770@example.com,REG202502770,21-23,Male,No,Yes,No,No,iPhone,6-8 hrs,6,No,Communication,No
2025-01-10 14:50:00,student2771@example.com,REG202502771,24-26,Female,Yes,Yes,No,Yes,Android,8+ hrs,5,Yes,Gaming,Yes
2025-01-10 14:55:00,student2772@example.com,REG202502772,21-23,Male,Yes,No,Yes,Yes,Android,4-6 hrs,7,Yes,Gaming,No
2025-01-10 15:00:00,student2773@example.com,REG202502773,18-20,Female,No,No,Yes,No,Android,6-8 hrs,7,No,Entertainment,Yes
2025-01-10 15:05:00,student2774@example.com,REG202502774,18-20,Male,No,Yes,Yes,Yes,Android,6-8 hrs,1,Yes,Education,Yes
2025-01-10 15:10:00,student2775@example.com,REG202502775,18-20,Female,No,No,No,Yes,Android,8+ hrs,7,No,Gaming,No
2025-01-10 15:15:00,student2776@example.com,REG202502776,21-23,Male,Yes,No,No,Yes,Android,8+ hrs,4,Yes,Gaming,Yes
2025-01-10 15:20:00,student2777@example.com,REG202502777,27-30,Male,Yes,No,Yes,Yes,Android,4-6 hrs,7,Yes,Gaming,No
2025-01-10 15:25:00,student2778@example.com,REG202502778,21-23,Male,No,Yes,No,No,iPhone,6-8 hrs,4,No,Social Media,No
2025-01-10 15:30:00,student2779@example.com,REG202502779,24-26,Female,Yes,Yes,Yes,No,Android,2-4 hrs,4,Yes,Communication,No
2025-01-10 15:35:00,student2780@example.com,REG202502780,21-23,Male,No,Yes,No,Yes,Android,8+ hrs,8,Yes,Social Media,Yes
2025-01-10 15:40:00,student2781@example.com,REG202502781,27-30,Male,No,Yes,No,No,Android,4-6 hrs,8,No,Communication,Yes
2025-01-10 15:45:00,student2782@example.com,REG202502782,21-23,Female,Yes,Yes,Yes,No,Android,4-6 hrs,1,No,Social Media,Yes
2025-01-10 15:50:00,student2783@example.com,REG202502783,18-20,Female,No,Yes,Yes,No,iPhone,2-4 hrs,3,Yes,Education,Yes
2025-01-10 15:55:00,student2784@example.com,REG202502784,24-26,Female,No,Yes,No,No,iPhone,2-4 hrs,4,Yes,Education,Yes
2025-01-10 16:00:00,student2785@example.com,REG202502785,18-20,Female,Yes,No,Yes,No,iPhone,2-4 hrs,3,No,Social Media,Yes
2025-01-10 16:05:00,student2786@example.com,REG202502786,18-20,Male,No,No,No,No,iPhone,6-8 hrs,6,No,Social Media,No
2025-01-10 16:10:00,student2787@example.com,REG202502787,18-20,Female,No,Yes,No,No,Android,4-6 hrs,7,No,Communication,No
2025-01-10 16:15:00,student2788@example.com,REG202502788,27-30,Male,No,Yes,No,No,Android,2-4 hrs,5,Yes,Social Media,No
2025-01-10 16:20:00,student2789@example.com,REG202502789,21-23,Female,No,Yes,No,No,Android,2-4 hrs,8,No,Entertainment,Yes
2025-01-10 16:25:00,student2790@example.com,REG202502790,24-26,Male,No,Yes,No,No,iPhone,6-8 hrs,1,No,Communication,No
2025-01-10 16:30:00,student2791@example.com,REG202502791,24-26,Female,No,No,Yes,Yes,Android,8+ hrs,7,No,Education,No
2025-01-10 16:35:00,student2792@example.com,REG202502792,24-26,Male,No,Yes,No,No,Android,8+ hrs,8,Yes,Social Media,Yes
2025-01-10 16:40:00,student2793@example.com,REG202502793,24-26,Male,Yes,No,No,No,Android,6-8 hrs,4,No,Communication,Yes
2025-01-10 16:45:00,student2794@example.com,REG202502794,24-26,Female,Yes,No,Yes,No,Android,8+ hrs,6,Yes,Communication,No
2025-01-10 16:50:00,student2795@example.com,REG202502795,24-26,Female,Yes,No,Yes,Yes,Android,4-6 hrs,8,Yes,Entertainment,No
2025-01-10 16:55:00,student2796@example.com,REG202502796,18-20,Male,No,No,No,Yes,Android,4-6 hrs,4,Yes,Social Media,No
2025-01-10 17:00:00,student2797@example.com,REG202502797,27-30,Female,Yes,No,Yes,Yes,iPhone,4-6 hrs,6,No,Gaming,Yes
2025-01-10 17:05:00,student2798@example.com,REG202502798,18-20,Male,No,No,Yes,No,Android,4-6 hrs,1,Yes,Entertainment,Yes
2025-01-10 17:10:00,student2799@example.com,REG202502799,21-23,Female,No,Yes,Yes,No,iPhone,6-8 hrs,8,No,Social Media,No
2025-01-10 17:15:00,student2800@example.com,REG202502800,18-20,Female,Yes,Yes,No,No,iPhone,2-4 hrs,5,Yes,Education,No
2025-01-10 17:20:00,student2801@example.com,REG202502801,18-20,Male,No,Yes,No,No,iPhone,4-6 hrs,7,No,Social Media,No
2025-01-10 17:25:00,student2802@example.com,REG202502802,21-23,Female,No,Yes,Yes,No,iPhone,8+ hrs,5,Yes,Entertainment,No
2025-01-10 17:30:00,student2803@example.com,REG202502803,24-26,Female,No,Yes,Yes,No,iPhone,6-8 hrs,2,No,Education,No
2025-01-10 17:35:00,student2804@example.com,REG202502804,24-26,Male,Yes,No,Yes,No,Android,8+ hrs,4,No,Communication,Yes
2025-01-10 17:40:00,student2805@example.com,REG202502805,18-20,Male,Yes,Yes,Yes,Yes,Android,6-8 hrs,1,Yes,Gaming,Yes
2025-01-10 17:45:00,student2806@example.com,REG202502806,21-23,Male,Yes,No,No,No,iPhone,8+ hrs,8,No,Social Media,No
2025-01-10 17:50:00,student2807@example.com,REG202502807,24-26,Male,No,No,No,Yes,iPhone,6-8 hrs,7,Yes,Communication,Yes
2025-01-10 17:55:00,student2808@example.com,REG202502808,18-20,Female,No,No,No,No,iPhone,8+ hrs,7,No,Gaming,No
2025-01-10 18:00:00,student2809@example.com,REG202502809,27-30,Female,No,No,No,Yes,iPhone,4-6 hrs,1,No,Education,No
2025-01-10 18:05:00,student2810@example.com,REG202502810,24-26,Female,No,Yes,Yes,No,iPhone,2-4 hrs,5,No,Communication,Yes
2025-01-10 18:10:00,student2811@example.com,REG202502811,27-30,Male,No,No,No,No,Android,4-6 hrs,1,No,Social Media,No
2025-01-10 18:15:00,student2812@example.com,REG202502812,18-20,Female,Yes,No,Yes,No,iPhone,2-4 hrs,1,No,Gaming,Yes
2025-01-10 18:20:00,student2813@example.com,REG202502813,24-26,Female,No,Yes,Yes,Yes,Android,2-4 hrs,5,Yes,Social Media,Yes
2025-01-10 18:25:00,student2814@example.com,REG202502814,18-20,Male,Yes,Yes,Yes,Yes,Android,2-4 hrs,5,Yes,Gaming,No
2025-01-10 18:30:00,student2815@example.com,REG202502815,24-26,Female,No,No,No,No,Android,6-8 hrs,6,Yes,Communication,No
2025-01-10 18:35:00,student2816@example.com,REG202502816,18-20,Female,Yes,No,Yes,No,iPhone,6-8 hrs,6,No,Communication,Yes
2025-01-10 18:40:00,student2817@example.com,REG202502817,24-26,Male,No,Yes,No,Yes,Android,6-8 hrs,6,No,Gaming,No
2025-01-10 18:45:00,student2818@example.com,REG202502818,21-23,Male,No,No,No,Yes,iPhone,4-6 hrs,6,No,Social Media,Yes
2025-01-10 18:50:00,student2819@example.com,REG202502819,18-20,Female,Yes,No,No,No,iPhone,8+ hrs,3,Yes,Gaming,No
2025-01-10 18:55:00,student2820@example.com,REG202502820,21-23,Female,No,Yes,No,No,Android,8+ hrs,8,Yes,Social Media,Yes
2025-01-10 19:00:00,student2821@example.com,REG202502821,21-23,Female,Yes,Yes,No,Yes,Android,4-6 hrs,8,Yes,Social Media,Yes
2025-01-10 19:05:00,student2822@example.com,REG202502822,18-20,Female,Yes,Yes,No,No,iPhone,4-6 hrs,5,No,Gaming,Yes
2025-01-10 19:10:00,student2823@example.com,REG202502823,21-23,Male,Yes,No,No,No,iPhone,4-6 hrs,4,Yes,Entertainment,Yes
2025-01-10 19:15:00,student2824@example.com,REG202502824,21-23,Female,Yes,Yes,No,Yes,iPhone,4-6 hrs,2,No,Social Media,Yes
2025-01-10 19:20:00,student2825@example.com,REG202502825,18-20,Female,No,No,No,Yes,iPhone,4-6 hrs,1,Yes,Entertainment,No
2025-01-10 19:25:00,student2826@example.com,REG202502826,21-23,Female,Yes,No,No,No,Android,4-6 hrs,4,Yes,Communication,Yes
2025-01-10 19:30:00,student2827@example.com,REG202502827,27-30,Male,Yes,No,No,Yes,iPhone,4-6 hrs,2,Yes,Communication,Yes
2025-01-10 19:35:00,student2828@example.com,REG202502828,27-30,Female,Yes,Yes,Yes,No,Android,4-6 hrs,8,No,Education,No
2025-01-10 19:40:00,student2829@example.com,REG202502829,27-30,Female,No,No,No,No,Android,8+ hrs,3,No,Entertainment,No
2025-01-10 19:45:00,student2830@example.com,REG202502830,21-23,Female,No,No,Yes,No,iPhone,2-4 hrs,3,No,Gaming,No
2025-01-10 19:50:00,student2831@example.com,REG202502831,18-20,Female,Yes,Yes,Yes,No,Android,8+ hrs,1,Yes,Social Media,No
2025-01-10 19:55:00,student2832@example.com,REG202502832,18-20,Male,Yes,No,Yes,Yes,Android,8+ hrs,3,No,Communication,No
